model,ytrue,yhat
ARIMA-SW3Y,19.0,13.051219573645739
ARIMA-SW3Y,24.0,80.91447200169974
ARIMA-SW3Y,64.0,46.82770753909706
ARIMA-SW3Y,4.0,9.212947528344595
ARIMA-SW3Y,74.0,55.24134112589171
ARIMA-SW3Y,9.0,66.52590258442503
ARIMA-SW3Y,54.0,63.2944904550317
ARIMA-SW3Y,36.0,32.075641940384465
ARIMA-SW3Y,42.0,28.211588199626906
ARIMA-SW3Y,75.0,41.4237091365411
ARIMA-SW3Y,12.0,52.05163772918158
ARIMA-SW3Y,63.0,41.86130468197923
ARIMA-SW3Y,23.0,5.694860582809547
ARIMA-SW3Y,71.0,49.830283806222944
ARIMA-SW3Y,81.0,25.80000869467327
ARIMA-SW3Y,57.0,33.79071137481902
ARIMA-SW3Y,76.0,53.986896688988274
ARIMA-SW3Y,15.000000000000002,14.91440383075896
ARIMA-SW3Y,107.0,55.06875711598214
ARIMA-SW3Y,42.0,35.411591885043066
ARIMA-SW3Y,86.0,78.19123319731678
ARIMA-SW3Y,86.0,75.81932229409091
ARIMA-SW3Y,18.0,51.86401244244358
ARIMA-SW3Y,72.0,68.99055521683776
ARIMA-SW3Y,18.0,39.67615292163351
ARIMA-SW3Y,73.0,82.83757901484933
ARIMA-SW3Y,65.0,53.91900926000494
ARIMA-SW3Y,44.0,55.678405409911
ARIMA-SW3Y,76.0,57.079294260346536
ARIMA-SW3Y,20.0,50.76517898638529
ARIMA-SW3Y,33.0,75.01658135355608
ARIMA-SW3Y,12.0,49.757054802182914
ARIMA-SW3Y,47.0,79.44586023390623
ARIMA-SW3Y,61.00000000000001,29.965306220860015
ARIMA-SW3Y,41.0,33.79138508501659
ARIMA-SW3Y,99.0,36.908881340247596
ARIMA-SW3Y,65.0,18.251543561570397
ARIMA-SW3Y,78.0,61.82322427886299
ARIMA-SW3Y,46.0,39.98542049008727
ARIMA-SW3Y,26.0,48.05117582681691
ARIMA-SW3Y,46.0,30.79542180105137
ARIMA-SW3Y,69.0,6.261158589350902
ARIMA-SW3Y,108.0,37.128448266354226
ARIMA-SW3Y,121.0,26.17184037864942
ARIMA-SW3Y,67.0,38.08007249179341
ARIMA-SW3Y,71.0,28.003829947570438
ARIMA-SW3Y,50.0,32.67498240957116
ARIMA-SW3Y,107.0,68.16663097890715
ARIMA-SW3Y,99.0,58.126354067893224
ARIMA-SW3Y,105.0,63.0396738598188
ARIMA-SW3Y,157.0,52.99628789264873
ARIMA-SW3Y,102.0,52.89380043057504
ARIMA-SW3Y,79.0,63.1662467746178
ARIMA-SW3Y,72.0,71.35200345328273
ARIMA-SW3Y,140.0,93.92439822204287
ARIMA-SW3Y,134.0,82.60073569627166
ARIMA-SW3Y,102.0,69.45943108719025
ARIMA-SW3Y,107.0,72.4823659930854
ARIMA-SW3Y,123.0,75.04941258387643
ARIMA-SW3Y,40.0,99.98922779779751
ARIMA-SW3Y,79.0,94.76863403250664
ARIMA-SW3Y,103.0,74.5462410374654
ARIMA-SW3Y,187.0,86.22980934856095
ARIMA-SW3Y,77.0,72.39673783283463
ARIMA-SW3Y,166.0,77.56241443139886
ARIMA-SW3Y,92.0,83.24407520426084
ARIMA-SW3Y,89.0,94.9045527312749
ARIMA-SW3Y,124.0,103.52252691824553
ARIMA-SW3Y,113.00000000000001,96.8201286370699
ARIMA-SW3Y,119.0,118.71565675928468
ARIMA-SW3Y,79.0,83.07972479902767
ARIMA-SW3Y,117.0,95.00519051640823
ARIMA-SW3Y,122.00000000000001,94.85341288051308
ARIMA-SW3Y,87.0,106.94452200876931
ARIMA-SW3Y,81.0,109.05112467974247
ARIMA-SW3Y,104.0,69.49657710005677
ARIMA-SW3Y,72.0,98.88221005595578
ARIMA-SW3Y,74.0,67.49199835992545
ARIMA-SW3Y,140.0,84.35338985899627
ARIMA-SW3Y,131.0,80.3504562795244
ARIMA-SW3Y,231.0,94.75362879247378
ARIMA-SW3Y,232.0,109.99741740885403
ARIMA-SW3Y,318.0,194.63416131471513
ARIMA-SW3Y,432.0,186.1935784441675
ARIMA-SW3Y,593.0,167.69473283764427
ARIMA-SW3Y,457.0,165.47744118366117
ARIMA-SW3Y,576.0,148.08203261574852
ARIMA-SW3Y,678.0,155.15282387731804
ARIMA-SW3Y,534.0,126.34796363795847
ARIMA-SW3Y,917.0,529.1190508328367
ARIMA-SW3Y,401.0,449.237914669327
ARIMA-SW3Y,527.0,438.73175021061513
ARIMA-SW3Y,473.00000000000006,413.53964734493655
ARIMA-SW3Y,548.0,401.5504472973575
ARIMA-SW3Y,864.9999999999999,416.2152826833071
ARIMA-SW3Y,480.00000000000006,420.12858094878237
ARIMA-SW3Y,1348.0,694.6417339170831
ARIMA-SW3Y,461.0,521.5162140476042
ARIMA-SW3Y,625.0,675.0985306255109
ARIMA-SW3Y,516.0,590.070892155146
ARIMA-SW3Y,785.0,607.8191494176224
ARIMA-SW3Y,1547.0,709.3286681827699
ARIMA-SW3Y,714.0,541.396445118705
ARIMA-SW3Y,1244.0,1187.2608560955173
ARIMA-SW3Y,688.0,736.8646473708197
ARIMA-SW3Y,1209.0,992.7133314333652
ARIMA-SW3Y,1361.0,944.1181607770656
ARIMA-SW3Y,788.0,827.9243975046768
ARIMA-SW3Y,868.0,1046.7883508862326
ARIMA-SW3Y,1199.0,632.7447868574238
ARIMA-SW3Y,1368.0,1116.5482496918007
ARIMA-SW3Y,1476.0,1054.4034546989046
ARIMA-SW3Y,402.0,1113.6091066322854
ARIMA-SW3Y,778.0,1195.8024170007445
ARIMA-SW3Y,290.0,1091.400506298264
ARIMA-SW3Y,852.0,1174.3578250597561
ARIMA-SW3Y,674.0,937.5486748428299
ARIMA-SW3Y,884.0,710.8001136162347
ARIMA-SW3Y,1635.0,882.9359164122283
ARIMA-SW3Y,924.0,877.8600543614047
ARIMA-SW3Y,1659.0,1109.0884252415542
ARIMA-SW3Y,1265.0,938.470883659589
ARIMA-SW3Y,1442.0,934.5801582268185
ARIMA-SW3Y,1988.0,938.593703169667
ARIMA-SW3Y,1516.0,1318.7104045978317
ARIMA-SW3Y,2433.0,1679.0760151232355
ARIMA-SW3Y,1733.9999999999998,1175.9824888713126
ARIMA-SW3Y,3224.0,1518.3836669620032
ARIMA-SW3Y,2178.0,1351.583582461402
ARIMA-SW3Y,2478.0,1256.4910372524698
ARIMA-SW3Y,3445.0,1307.6884985307222
ARIMA-SW3Y,1303.0,2355.613593149382
ARIMA-SW3Y,2819.0,3106.9004545462476
ARIMA-SW3Y,1558.0,2155.2288520097077
ARIMA-SW3Y,2536.0,2863.362132343655
ARIMA-SW3Y,1847.0000000000002,2676.1661732877046
ARIMA-SW3Y,1208.0,2585.960733557448
ARIMA-SW3Y,2054.0,2841.0081310738615
ARIMA-SW3Y,1246.0,1205.5473317217766
ARIMA-SW3Y,2512.0,2492.5625574127594
ARIMA-SW3Y,1796.9999999999998,1934.2749685437568
ARIMA-SW3Y,1788.0,2609.860560367212
ARIMA-SW3Y,1808.0000000000002,2563.263750523289
ARIMA-SW3Y,476.0,2087.477215370622
ARIMA-SW3Y,1378.0,2962.7576159324212
ARIMA-SW3Y,1159.0,756.7664715597268
ARIMA-SW3Y,1030.0,1472.7072464672349
ARIMA-SW3Y,852.0,1150.8942637536873
ARIMA-SW3Y,1300.0,988.0505393113923
ARIMA-SW3Y,1564.0,1548.032268440486
ARIMA-SW3Y,1196.0,906.2156242496771
ARIMA-SW3Y,854.0,1359.3046248132293
ARIMA-SW3Y,763.0,905.5911633318798
ARIMA-SW3Y,833.0,666.1459842661869
ARIMA-SW3Y,645.0,684.4526364980153
ARIMA-SW3Y,231.0,402.31846966870694
ARIMA-SW3Y,341.0,689.9172174349719
ARIMA-SW3Y,154.0,681.6282917050389
ARIMA-SW3Y,288.0,597.7547513770259
ARIMA-SW3Y,157.0,268.5853679197416
ARIMA-SW3Y,1001.0,264.771832278041
ARIMA-SW3Y,502.00000000000006,455.5706871429265
ARIMA-SW3Y,285.0,355.95594700307026
ARIMA-SW3Y,393.0,656.9885506062811
ARIMA-SW3Y,256.0,684.3951266636109
ARIMA-SW3Y,389.0,759.6660820954852
ARIMA-SW3Y,614.0,196.01204845792105
ARIMA-SW3Y,806.0,366.72897883645555
ARIMA-SW3Y,871.0,609.3730039379328
ARIMA-SW3Y,940.0,519.261930235971
ARIMA-SW3Y,648.0,703.2174212234736
ARIMA-SW3Y,457.99999999999994,604.996942477854
ARIMA-SW3Y,252.0,831.8332235480425
ARIMA-SW3Y,608.0,372.65949172801646
ARIMA-SW3Y,126.99999999999999,244.67163287599536
ARIMA-SW3Y,1177.0,321.4327609053241
ARIMA-SW3Y,434.0,362.7890649886372
ARIMA-SW3Y,411.0,372.62619311409287
ARIMA-SW3Y,840.0,621.2989106191465
ARIMA-SW3Y,136.0,650.5047500151238
ARIMA-SW3Y,485.0,498.1605973651395
ARIMA-SW3Y,656.0,2.42278523538417
ARIMA-SW3Y,297.0,173.97408496769432
ARIMA-SW3Y,946.0000000000001,272.475975766282
ARIMA-SW3Y,285.0,323.86270513615284
ARIMA-SW3Y,653.0,522.6542085410979
ARIMA-SW3Y,688.0,252.20296540025538
ARIMA-SW3Y,208.0,659.7398799749128
ARIMA-SW3Y,520.0,590.4097426603173
ARIMA-SW3Y,126.0,505.23100960137333
ARIMA-SW3Y,1402.0,676.6403384547147
ARIMA-SW3Y,588.0,534.2067930651293
ARIMA-SW3Y,197.0,722.7756180021368
ARIMA-SW3Y,258.0,610.9086954515144
ARIMA-SW3Y,95.0,28.087541704952198
ARIMA-SW3Y,589.0,418.4597095928168
ARIMA-SW3Y,175.0,1.0527133576591439
ARIMA-SW3Y,459.00000000000006,431.22613998307446
ARIMA-SW3Y,2060.0,444.44594857117283
ARIMA-SW3Y,84.0,406.83548703451874
ARIMA-SW3Y,113.00000000000001,681.3732396218853
ARIMA-SW3Y,346.0,-89.36808289663402
ARIMA-SW3Y,419.0,55.03789360327057
ARIMA-SW3Y,228.99999999999997,152.4185818493258
ARIMA-SW3Y,77.0,-105.41432756525666
ARIMA-SW3Y,629.0,448.3992346925222
ARIMA-SW3Y,110.0,327.02358019221714
ARIMA-SW3Y,231.0,383.1300910667841
ARIMA-SW3Y,728.0,127.0466599909454
ARIMA-SW3Y,179.0,207.7340696551932
ARIMA-SW3Y,1156.0,331.19238293953026
ARIMA-SW3Y,146.0,-124.74842131365145
ARIMA-SW3Y,541.0,225.45100804847854
ARIMA-SW3Y,579.0,368.7927549781387
ARIMA-SW3Y,123.0,264.68164824476116
ARIMA-SW3Y,796.0,419.6749297625283
ARIMA-SW3Y,128.0,151.98705897302582
ARIMA-SW3Y,643.0,420.1990420351024
ARIMA-SW3Y,932.0000000000001,75.5951333955648
ARIMA-SW3Y,146.0,293.16677993135994
ARIMA-SW3Y,729.0,526.811742461297
ARIMA-SW3Y,224.0,520.9051187838313
ARIMA-SW3Y,337.0,488.38651896805686
ARIMA-SW3Y,203.0,63.34932839360752
ARIMA-SW3Y,40.0,271.5193631438875
ARIMA-SW3Y,56.0,520.663528813394
ARIMA-SW3Y,54.0,257.3949253553779
ARIMA-SW3Y,178.0,669.5124828759025
ARIMA-SW3Y,359.0,449.6521414990877
ARIMA-SW3Y,74.0,300.78444357687033
ARIMA-SW3Y,175.0,340.9182307112022
ARIMA-SW3Y,130.0,62.64221910968764
ARIMA-SW3Y,572.0,403.34477906129086
ARIMA-SW3Y,46.0,352.9204744114251
ARIMA-SW3Y,48.0,239.50693808763407
ARIMA-SW3Y,228.99999999999997,336.0356318719699
ARIMA-SW3Y,26.0,10.143978858664696
ARIMA-SW3Y,304.0,119.13637424708494
ARIMA-SW3Y,98.0,57.50303011994496
ARIMA-SW3Y,143.0,14.384032806370932
ARIMA-SW3Y,337.0,166.09824385251363
ARIMA-SW3Y,42.0,18.004872529443293
ARIMA-SW3Y,315.0,44.67505627649224
ARIMA-SW3Y,153.0,116.54425352093565
ARIMA-SW3Y,29.0,161.43077105979435
ARIMA-SW3Y,101.0,117.4953465659352
ARIMA-SW3Y,48.0,164.98082727421905
ARIMA-SW3Y,227.0,230.85791162422095
ARIMA-SW3Y,26.0,206.8128808150393
ARIMA-SW3Y,46.0,294.9816905098517
ARIMA-SW3Y,18.0,16.467393256857317
